customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,charges_daily
0315-lvcrk,No,male,0,0,0,11,1,0,fiber optic,0,0,1,0,0,1,month-to-month,0,electronic check,84.8,888.75,2.83
0318-quuob,Sí,male,0,1,0,1,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,80.55,80.55,2.68
0318-zopws,No,female,0,1,0,49,1,0,no,0,0,0,0,0,0,two year,1,bank transfer automatic,20.15,973.35,0.67
0319-qztco,No,female,0,1,1,3,1,0,dsl,0,1,0,0,1,0,month-to-month,1,credit card automatic,58.7,168.6,1.96
0320-dwvtu,No,female,0,0,0,53,1,0,fiber optic,1,1,1,1,0,1,two year,0,mailed check,99.5,5424.25,3.32
0320-jdnqg,Sí,male,0,1,1,23,1,0,fiber optic,1,0,0,1,1,1,month-to-month,1,electronic check,99.85,2331.3,3.33
0322-chqru,Sí,male,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,45.35,89.5,1.51
0322-yinqp,Sí,male,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,48.55,48.55,1.62
0323-xwwtn,No,male,0,0,1,3,1,1,no,0,0,0,0,0,0,two year,1,mailed check,26.4,121.25,0.88
0324-brpcj,Sí,female,1,1,0,68,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,100.2,6851.65,3.34
0325-xbfac,Sí,male,0,0,0,8,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,94.7,740.3,3.16
0326-vdyxe,No,female,0,1,0,70,1,1,fiber optic,0,0,1,0,1,1,one year,1,electronic check,97.65,6982.5,3.26
0327-wfzsy,No,male,0,1,1,39,1,1,fiber optic,0,0,1,0,1,1,one year,0,electronic check,100.0,3835.55,3.33
0328-grpmv,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.1,70.1,2.34
0328-ibupk,No,female,0,1,1,51,0,0,dsl,1,0,0,1,0,0,two year,0,bank transfer automatic,34.2,1782.0,1.14
0329-gtiaj,Sí,female,0,0,0,3,1,0,fiber optic,0,1,0,1,1,1,month-to-month,1,electronic check,97.9,315.3,3.26
0330-bgyze,No,male,0,1,0,60,1,1,fiber optic,0,1,1,0,1,1,one year,0,bank transfer automatic,102.5,6157.6,3.42
0330-ivzha,Sí,female,0,1,0,5,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,69.95,330.15,2.33
0334-gddso,Sí,male,1,0,0,3,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,81.35,233.7,2.71
0334-zfjsr,No,female,0,1,0,55,1,1,dsl,1,1,0,1,0,0,one year,1,credit card automatic,66.05,3462.1,2.2
0336-kxkfk,No,male,0,0,0,72,0,0,dsl,1,0,1,1,1,1,two year,1,credit card automatic,61.2,4390.25,2.04
0336-pikei,No,male,1,1,0,72,1,0,dsl,1,1,1,1,1,0,two year,0,bank transfer automatic,74.4,5360.75,2.48
0337-cnpze,Sí,female,0,0,0,41,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,106.3,4443.45,3.54
0343-qluzp,No,male,0,0,0,60,0,0,dsl,1,1,1,0,0,0,two year,0,bank transfer automatic,39.6,2424.5,1.32
0345-hkjvm,Sí,female,0,0,0,6,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,89.3,577.6,2.98
0345-xmmug,No,female,0,1,0,46,1,1,fiber optic,0,1,1,1,1,1,two year,1,credit card automatic,108.9,4854.3,3.63
0347-ubkuz,No,female,0,0,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.9,320.45,0.66
0348-sdkol,Sí,female,0,1,0,58,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,credit card automatic,102.1,5885.4,3.4
0354-vxmjc,No,male,0,1,1,23,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.6,426.65,0.65
0354-wyrok,Sí,female,1,1,1,31,1,0,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,98.9,2911.3,3.3
0356-erhvt,No,male,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,45.9,521.9,1.53
0356-obmac,No,female,1,0,0,56,1,1,fiber optic,0,1,1,1,1,0,two year,1,bank transfer automatic,99.9,5706.3,3.33
0357-nvcri,No,female,0,0,1,25,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,20.05,471.7,0.67
0361-hjrdx,No,female,0,0,0,68,0,0,dsl,1,1,1,1,1,1,two year,0,credit card automatic,64.35,4539.6,2.14
0362-raoqo,No,female,0,0,0,40,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.65,830.25,0.65
0362-zbzwj,Sí,male,0,0,0,36,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,84.9,3067.2,2.83
0363-qjvfx,Sí,male,0,0,0,32,1,1,fiber optic,1,1,0,1,1,1,month-to-month,1,credit card automatic,108.15,3432.9,3.6
0363-svhyr,No,male,0,1,1,71,1,1,dsl,1,1,1,1,1,1,two year,0,bank transfer automatic,86.85,6263.8,2.9
0365-bzuwy,No,male,0,1,0,17,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,102.55,1742.5,3.42
0365-gxezs,No,male,0,1,0,18,1,0,fiber optic,0,0,1,1,0,0,month-to-month,0,electronic check,78.2,1468.75,2.61
0365-trtpy,No,female,0,0,0,37,1,1,fiber optic,1,1,1,0,0,0,month-to-month,0,bank transfer automatic,91.2,3382.3,3.04
0366-nqshs,No,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.35,46.35,0.64
0369-zgovk,No,female,0,1,1,28,1,0,fiber optic,0,0,0,0,0,0,one year,1,bank transfer automatic,70.4,1992.2,2.35
0373-aivnj,No,male,0,0,0,9,0,0,dsl,1,1,1,0,0,0,one year,0,mailed check,39.55,373.0,1.32
0374-aacsz,No,female,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,0,electronic check,50.15,50.15,1.67
0374-fiuca,No,male,0,1,0,65,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,20.4,1414.45,0.68
0374-ioegq,No,female,0,0,0,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,44.6,122.7,1.49
0375-hvgxo,Sí,female,0,0,0,1,0,0,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,34.7,34.7,1.16
0376-oiwme,No,male,0,1,0,36,1,0,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,93.6,3366.05,3.12
0376-ymcjc,Sí,male,0,0,0,23,1,1,fiber optic,0,0,0,1,1,0,month-to-month,1,electronic check,90.6,1943.2,3.02
0377-jbkkt,No,male,0,1,1,22,1,0,dsl,1,1,0,1,0,0,month-to-month,1,mailed check,57.95,1271.8,1.93
0378-cjkpv,No,female,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card automatic,112.1,7965.95,3.74
0378-nhqxu,Sí,female,0,1,1,17,1,1,fiber optic,0,0,1,0,1,0,month-to-month,0,electronic check,88.25,1460.65,2.94
0378-tovms,Sí,female,0,0,0,3,1,0,fiber optic,0,0,0,1,0,1,month-to-month,0,electronic check,85.8,272.2,2.86
0378-xszpu,Sí,male,0,1,0,58,1,0,dsl,1,1,1,0,0,0,one year,0,credit card automatic,60.3,3563.8,2.01
0379-djqhr,No,male,0,1,1,67,1,0,dsl,1,1,1,0,1,1,two year,0,credit card automatic,81.35,5398.6,2.71
0380-neavx,No,male,1,0,0,34,1,0,fiber optic,0,1,1,0,1,1,one year,1,electronic check,99.85,3343.15,3.33
0380-zcsbi,No,male,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,20.0,198.7,0.67
0383-cldda,No,female,0,0,0,69,1,1,dsl,1,0,1,1,1,1,two year,1,credit card automatic,85.35,5897.4,2.84
0384-lpite,No,male,0,0,0,40,0,0,dsl,1,1,1,0,1,1,one year,0,credit card automatic,62.05,2511.55,2.07
0384-rvbpi,No,male,0,0,0,20,1,0,dsl,1,0,1,0,0,1,month-to-month,0,credit card automatic,64.4,1398.6,2.15
0386-cwrgm,No,female,0,1,1,46,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.4,967.85,0.65
0388-eopex,Sí,female,0,1,0,2,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,74.4,139.4,2.48
0390-dcfdq,Sí,female,1,1,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,70.45,70.45,2.35
0392-bziuw,No,female,0,1,0,72,1,1,fiber optic,1,0,1,0,1,1,two year,1,credit card automatic,105.0,7589.8,3.5
0394-yondk,No,male,0,1,1,70,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,25.15,1790.15,0.84
0396-hujbp,No,female,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.3,44.4,0.64
0396-ukgai,No,male,0,0,1,23,1,0,dsl,0,1,0,1,0,0,month-to-month,1,bank transfer automatic,55.3,1284.2,1.84
0396-ychwo,No,male,0,1,0,36,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.4,3474.2,3.18
0397-gzbbc,Sí,male,1,1,0,59,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,bank transfer automatic,93.85,5574.75,3.13
0397-zxwqf,No,male,0,0,0,67,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,20.5,1430.95,0.68
0401-wdbxm,No,male,0,1,1,72,1,1,fiber optic,1,0,1,0,1,1,two year,1,bank transfer automatic,105.55,7542.25,3.52
0402-cqajn,Sí,female,0,0,0,37,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer automatic,101.9,3545.35,3.4
0402-oamen,No,female,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,24.45,1709.1,0.82
0404-ahasp,No,male,0,1,0,72,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.7,1421.9,0.66
0404-swrvg,Sí,male,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.4,229.55,2.48
0406-bpdvr,Sí,female,1,1,0,54,1,1,fiber optic,0,1,0,0,1,1,one year,1,credit card automatic,101.5,5373.1,3.38
0407-bdjkb,Sí,male,0,1,0,60,1,1,fiber optic,0,1,1,0,1,0,month-to-month,1,electronic check,95.75,5742.9,3.19
0409-wtmpl,No,female,0,1,0,58,1,1,fiber optic,1,1,1,0,1,1,one year,1,credit card automatic,110.65,6526.65,3.69
0410-ipfty,No,female,0,1,0,31,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,bank transfer automatic,83.85,2674.15,2.8
0411-ezjze,No,female,0,0,0,3,1,1,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,60.25,170.5,2.01
0412-uccnp,No,male,0,0,0,55,1,0,dsl,1,0,1,1,0,0,two year,1,electronic check,59.2,3175.85,1.97
0415-mosgf,Sí,female,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.4,44.4,1.48
0419-yaapx,No,male,0,1,0,49,1,0,fiber optic,0,1,0,0,1,0,month-to-month,1,credit card automatic,85.3,4297.95,2.84
0420-bwtpw,Sí,male,0,0,1,8,0,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,25.5,215.2,0.85
0420-hlgxf,No,female,1,0,0,39,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,99.75,4036.0,3.32
0420-txvsg,No,male,0,1,0,66,1,1,dsl,1,1,1,0,0,0,two year,1,credit card automatic,66.1,4428.45,2.2
0422-ohqhq,No,female,0,1,1,15,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.55,295.95,0.68
0422-uxfap,No,female,0,1,0,51,1,1,fiber optic,0,0,1,0,1,1,one year,1,electronic check,98.85,4947.55,3.3
0423-udijq,No,male,1,0,0,9,1,0,dsl,0,0,0,1,0,0,month-to-month,0,mailed check,49.2,447.9,1.64
0426-tirne,Sí,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.9,20.9,0.7
0428-axxlj,No,male,0,0,0,25,1,0,no,0,0,0,0,0,0,one year,1,bank transfer automatic,19.5,516.3,0.65
0428-ikycp,No,male,0,1,0,22,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,bank transfer automatic,87.0,1850.65,2.9
0430-ihcdj,No,male,0,0,0,15,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,49.0,749.25,1.63
0431-apwvy,Sí,female,0,1,1,28,1,0,fiber optic,0,0,0,0,1,1,one year,1,bank transfer automatic,90.1,2598.95,3.0
0432-cajzv,No,male,0,0,0,3,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,mailed check,90.7,237.65,3.02
0434-csfon,No,female,0,1,0,47,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,100.5,4707.1,3.35
0436-twffz,No,female,0,0,0,67,1,1,dsl,1,0,1,1,1,1,two year,1,mailed check,85.25,5714.2,2.84
0439-ifyun,No,female,1,0,0,18,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,74.7,1294.6,2.49
0440-ekdcf,No,male,0,1,0,62,1,0,dsl,0,1,1,1,0,0,two year,1,credit card automatic,60.15,3753.2,2.0
0440-mogpm,No,female,0,0,0,41,1,1,dsl,0,1,1,0,1,1,one year,1,electronic check,80.55,3263.9,2.68
0440-qexbz,No,female,0,0,0,44,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,50.15,2139.1,1.67
0440-uedai,No,female,0,0,0,53,1,0,fiber optic,0,1,1,1,0,1,one year,1,credit card automatic,94.45,5042.75,3.15
0442-tdyuo,No,male,0,1,0,48,1,0,no,0,0,0,0,0,0,two year,1,mailed check,20.05,1036.0,0.67
0442-zxkvs,No,female,1,1,0,54,1,1,fiber optic,1,1,1,1,1,1,one year,1,bank transfer automatic,115.6,6431.05,3.85
0447-bemng,Sí,female,0,1,0,48,0,0,dsl,1,0,1,0,0,1,month-to-month,1,bank transfer automatic,45.3,2145.0,1.51
0447-rxsgd,No,male,0,0,0,24,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,bank transfer automatic,99.65,2404.85,3.32
0448-yznze,No,male,1,1,0,27,1,1,fiber optic,0,1,1,0,0,1,month-to-month,1,electronic check,95.55,2510.2,3.18
0454-okrct,No,male,0,0,0,33,1,0,fiber optic,0,1,0,1,0,0,two year,0,bank transfer automatic,80.6,2651.1,2.69
0455-entcr,No,male,0,1,0,66,1,1,dsl,1,1,0,1,1,1,two year,0,electronic check,85.25,5538.35,2.84
0455-xfass,No,female,0,1,1,3,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.55,200.2,2.32
0458-heuzg,No,female,0,0,0,13,0,0,dsl,0,0,1,1,0,0,two year,0,mailed check,35.4,450.4,1.18
0459-spzhj,No,male,0,1,1,63,1,1,dsl,1,1,1,0,1,1,two year,0,credit card automatic,83.5,5435.0,2.78
0461-cvkmu,Sí,female,0,1,1,23,1,0,fiber optic,0,1,1,1,0,0,month-to-month,0,electronic check,83.8,1900.25,2.79
0463-txoak,No,male,0,0,1,52,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,25.6,1334.5,0.85
0463-wzzko,No,male,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card automatic,20.75,67.1,0.69
0463-zsdnt,No,male,0,0,0,10,1,0,dsl,0,0,0,0,0,1,month-to-month,1,bank transfer automatic,56.75,503.25,1.89
0464-wjtko,No,female,0,1,1,72,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,20.1,1460.85,0.67
0468-yrpxn,No,male,0,0,0,29,1,0,fiber optic,0,0,1,1,1,1,month-to-month,1,credit card automatic,98.8,2807.1,3.29
0471-arvmx,No,female,1,1,0,62,1,1,fiber optic,1,0,1,0,1,1,one year,1,electronic check,104.85,6312.9,3.49
0471-lvhgk,Sí,male,0,1,0,41,1,1,dsl,0,0,1,0,1,1,one year,1,electronic check,73.0,3001.2,2.43
0475-rijep,Sí,male,0,0,0,43,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,77.85,3365.85,2.6
0479-hmswa,No,female,0,0,1,26,1,0,fiber optic,0,1,1,1,1,1,two year,1,electronic check,105.45,2715.3,3.52
0480-bixde,No,female,0,1,0,19,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,96.8,1743.05,3.23
0480-kyjva,No,female,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,24.25,1784.5,0.81
0481-sumcb,No,female,1,0,0,45,1,1,fiber optic,0,0,1,0,1,1,one year,1,bank transfer automatic,102.15,4735.35,3.4
0484-ffvbj,No,male,0,0,0,32,1,0,dsl,0,0,0,0,1,1,one year,1,bank transfer automatic,64.85,2010.95,2.16
0484-jpbru,No,male,0,0,0,41,1,1,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,25.25,996.45,0.84
0485-zbsln,No,male,0,1,1,65,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,24.75,1715.1,0.82
0486-heczi,Sí,male,0,1,0,55,1,1,fiber optic,1,1,0,0,1,0,month-to-month,1,electronic check,96.75,5238.9,3.22
0486-lgcch,No,male,0,1,1,11,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.65,225.75,0.65
0487-crlzf,No,female,0,0,0,49,1,0,dsl,0,0,1,1,1,1,two year,1,bank transfer automatic,74.45,3721.9,2.48
0487-rpvum,No,male,0,1,0,61,1,1,fiber optic,1,0,1,1,1,0,month-to-month,0,bank transfer automatic,99.4,5943.65,3.31
0487-vvuvk,No,male,0,1,1,25,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,19.15,477.6,0.64
0488-gslfr,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.5,69.5,2.32
0489-wmemg,No,female,0,0,1,23,1,0,dsl,0,0,0,1,0,0,one year,1,electronic check,49.45,1119.35,1.65
0491-kapqg,No,male,0,0,0,21,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,73.7,1558.7,2.46
0495-rvcbf,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,79.7,79.7,2.66
0495-zbngw,Sí,male,1,1,0,5,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,bank transfer automatic,79.9,343.95,2.66
0496-ahook,No,male,0,1,0,24,1,0,dsl,1,0,0,1,1,1,one year,0,bank transfer automatic,74.4,1712.9,2.48
0504-hhapi,Sí,female,1,0,0,27,1,1,fiber optic,0,0,1,0,0,1,month-to-month,0,credit card automatic,88.3,2467.75,2.94
0505-spoow,No,female,0,1,0,70,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,19.8,1397.65,0.66
0506-lvngn,Sí,female,1,0,0,5,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,credit card automatic,75.55,349.65,2.52
0506-ylvkj,No,male,0,1,1,46,1,0,no,0,0,0,0,0,0,two year,1,mailed check,20.2,917.45,0.67
0508-oolto,No,female,0,1,1,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,71.65,135.75,2.39
0508-sqwpl,No,female,0,1,1,57,1,0,no,0,0,0,0,0,0,two year,1,bank transfer automatic,20.1,1087.7,0.67
0510-exsmq,No,female,0,0,0,9,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,69.05,651.5,2.3
0511-jteoy,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,mailed check,71.1,71.1,2.37
0512-flfdw,No,female,1,1,0,60,1,1,fiber optic,0,0,1,0,1,1,one year,1,credit card automatic,100.5,6029.0,3.35
0513-rbgpe,No,male,0,1,1,37,1,1,dsl,1,0,1,1,0,0,two year,1,credit card automatic,62.8,2278.75,2.09
0515-ypmcw,Sí,male,0,0,1,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,70.45,70.45,2.35
0516-oohar,No,male,0,1,1,28,1,0,fiber optic,0,1,1,0,1,1,one year,0,bank transfer automatic,100.35,2799.0,3.34
0516-qreyc,No,female,1,0,0,24,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.3,459.95,0.68
0516-uxrmt,No,female,0,0,0,62,1,1,fiber optic,1,1,1,0,0,0,one year,1,electronic check,92.05,5755.8,3.07
0516-vrybw,Sí,female,0,0,1,18,1,0,no,0,0,0,0,0,0,one year,0,bank transfer automatic,20.15,390.85,0.67
0516-wjvxc,Sí,female,0,0,0,5,1,0,dsl,1,0,0,1,0,0,month-to-month,0,electronic check,54.2,308.25,1.81
0519-drgti,No,female,0,1,1,20,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.35,442.6,0.68
0519-xuzju,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,mailed check,70.75,70.75,2.36
0520-fdvvt,Sí,male,0,0,0,35,1,0,fiber optic,0,1,1,0,1,1,one year,1,bank transfer automatic,102.35,3626.1,3.41
0523-vngtf,No,female,1,0,0,52,0,0,dsl,0,1,1,1,1,0,month-to-month,1,electronic check,50.5,2566.3,1.68
0524-iavzo,Sí,female,0,1,0,30,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,85.0,2624.25,2.83
0526-sxdjp,No,male,0,1,0,72,0,0,dsl,1,1,1,0,0,0,two year,0,bank transfer automatic,42.1,2962.0,1.4
0529-onker,Sí,male,1,0,0,15,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,75.65,1146.65,2.52
0530-hbkhz,No,female,1,1,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,24.8,24.8,0.83
0530-ijvdb,No,male,0,0,1,70,1,1,fiber optic,1,1,1,1,1,1,two year,1,electronic check,114.6,7882.5,3.82
0531-xbkmm,No,male,0,0,1,66,1,1,dsl,1,1,0,1,0,0,two year,0,bank transfer automatic,65.7,4378.9,2.19
0531-zzjwq,No,male,1,1,0,55,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.0,4052.4,2.47
0533-bnwkf,Sí,female,1,1,0,55,1,1,fiber optic,0,1,1,0,0,0,month-to-month,1,electronic check,85.45,4874.7,2.85
0533-ucaau,No,male,1,1,0,57,1,1,dsl,0,1,1,0,1,0,one year,1,credit card automatic,71.1,4140.1,2.37
0534-jrnig,No,female,0,0,0,6,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,bank transfer automatic,93.55,536.4,3.12
0536-acxip,No,female,0,1,0,72,1,1,fiber optic,1,1,1,0,1,1,two year,1,electronic check,109.55,8165.1,3.65
0536-bgfmz,No,female,0,1,0,28,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.5,563.05,0.68
0536-esjep,No,male,0,1,0,54,1,0,dsl,1,1,0,0,1,1,two year,1,bank transfer automatic,74.55,4191.45,2.48
0537-qyzzn,No,male,1,1,1,24,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,79.85,1857.75,2.66
0541-fitgh,No,female,0,1,0,2,1,0,dsl,1,0,0,0,0,1,month-to-month,1,mailed check,62.15,113.1,2.07
0542-yudzl,No,female,0,1,1,14,1,1,no,0,0,0,0,0,0,month-to-month,0,mailed check,25.55,372.45,0.85
0547-hurjb,No,male,0,0,1,12,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,21.05,235.8,0.7
0548-bctne,No,male,0,0,0,48,1,1,fiber optic,0,1,1,0,1,1,one year,1,credit card automatic,106.1,5082.8,3.54
0549-cycqn,No,male,1,0,0,51,1,1,fiber optic,0,1,0,0,0,0,one year,1,bank transfer automatic,79.6,3974.7,2.65
0550-dcxlh,No,male,0,0,0,13,1,0,dsl,0,1,0,1,1,1,month-to-month,0,mailed check,73.35,931.55,2.44
0556-fjegu,No,male,0,0,0,58,1,0,dsl,0,1,1,1,1,0,two year,0,bank transfer automatic,70.1,4048.95,2.34
0557-askvu,No,female,0,1,1,18,1,0,dsl,0,0,1,1,0,0,one year,1,credit card automatic,54.4,957.1,1.81
0559-ckhus,No,female,0,1,0,29,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.55,521.8,0.65
0562-fgdcr,No,female,0,1,1,72,1,1,dsl,1,1,0,1,1,0,two year,0,mailed check,74.55,5430.65,2.48
0562-hkhml,No,male,0,1,1,71,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,23.9,1626.4,0.8
0562-kbdvm,No,female,0,0,0,70,0,0,dsl,1,1,1,1,0,0,two year,1,bank transfer automatic,44.6,3058.15,1.49
0564-jjhgs,Sí,male,0,0,0,9,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.5,829.1,3.18
0564-muuqk,No,female,0,1,1,20,1,1,fiber optic,0,0,1,1,0,1,month-to-month,1,bank transfer automatic,95.5,1916.2,3.18
0565-iycgt,Sí,male,0,0,0,69,1,1,dsl,1,1,1,1,0,1,one year,1,credit card automatic,78.6,5356.45,2.62
0565-jupyd,No,male,0,0,0,63,1,1,fiber optic,1,1,1,1,1,0,one year,0,credit card automatic,104.5,6590.8,3.48
0567-dlarh,No,female,0,1,1,30,0,0,dsl,0,0,0,1,1,1,month-to-month,0,credit card automatic,51.2,1561.5,1.71
0567-ggcac,No,female,0,0,0,7,1,0,dsl,1,1,1,0,0,0,month-to-month,0,electronic check,61.4,438.9,2.05
0567-xrhcu,No,female,0,1,1,69,0,0,dsl,1,0,1,0,0,1,two year,1,credit card automatic,43.95,2960.1,1.46
0568-onfpc,Sí,male,0,1,1,5,1,1,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,25.9,135.0,0.86
0570-bfqht,No,female,0,0,0,9,1,0,fiber optic,0,1,1,0,0,0,month-to-month,0,electronic check,80.55,653.9,2.68
0572-zjklt,No,female,0,1,1,46,1,1,fiber optic,1,0,1,1,0,1,two year,0,mailed check,99.65,4630.2,3.32
0575-cuqov,No,male,1,1,0,60,1,0,fiber optic,0,1,1,0,1,1,one year,1,electronic check,97.95,5867.0,3.26
0576-wnxxc,Sí,male,1,1,0,27,1,1,fiber optic,0,1,1,0,0,1,month-to-month,1,electronic check,95.55,2510.2,3.18
0577-whmev,No,female,0,1,0,16,1,1,fiber optic,1,1,1,0,0,0,month-to-month,0,electronic check,90.7,1374.9,3.02
0578-skvmf,Sí,female,0,1,1,22,1,0,fiber optic,0,1,0,0,0,1,month-to-month,0,electronic check,83.3,1845.9,2.78
0580-piqhm,No,female,0,1,1,41,1,1,fiber optic,1,1,1,0,0,1,one year,1,bank transfer automatic,101.6,3930.55,3.39
0581-bxbub,No,female,1,0,0,4,1,0,fiber optic,0,1,0,0,0,0,month-to-month,0,electronic check,72.75,317.75,2.42
0581-mdmpw,No,female,0,0,0,24,1,1,fiber optic,0,0,1,0,1,0,month-to-month,1,credit card automatic,88.95,2072.75,2.97
0582-avcln,No,female,0,0,0,38,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.3,743.05,0.68
0584-bjqgz,No,female,0,0,0,25,1,1,dsl,1,1,1,1,1,0,month-to-month,1,bank transfer automatic,78.35,1837.9,2.61
0585-egdda,No,male,0,1,0,40,1,0,fiber optic,0,1,1,0,0,0,month-to-month,1,electronic check,80.0,3168.75,2.67
0587-dmgbh,Sí,female,0,0,0,8,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,49.85,365.55,1.66
